lipid,transition,type,1A,2A,3A,4A,5A,1B,2B,3B,4B,1C,2C,3C,4C,5C,1D,2D,3D,4D,5D,1E,2E,3E,4E,5E,SolventBlank
PC (40:9),828.6 -> 184.1,PC,2038432.4638061,2224447.46875009,1704189.64477535,2103723.22543338,2899302.96136479,2905847.07299751,2296936.77679441,2021205.46331788,2103915.98010259,3316537.41503919,1871262.14221184,1999146.05969246,2357353.7493282,2463905.91656491,1956863.44213911,3232804.51922612,2084632.60009755,2016906.23718214,2660351.64233387,2255551.95843511,2462094.90094046,1718377.4094238,2211552.16967776,2071782.37402281,44736.303344713
PC (42:0),874.7 -> 184.1,PC,38157.883132931,45609.7631835736,35437.4823379156,45289.2641677731,59281.6430511623,54485.1237564434,51668.563835149,41031.503173837,47961.583892896,63924.0447540436,36406.3426665931,40313.6821975432,45594.1637878322,48777.4841842793,41270.4035988144,65739.264465273,36937.742576586,47490.22315983,48200.523384064,45796.8427811508,56099.164497358,42440.36291503,43845.964241019,42258.283256528,8963.7606506363
PC (42:1),872.7 -> 184.1,PC,78943.5674210287,106075.348114084,81292.1272429706,121364.265411347,112080.066787696,99376.948150637,95149.2868576312,80092.164596575,85192.806945895,131940.329574513,89795.446350148,91981.704139662,71790.3456115777,86866.707290616,76131.625709458,117183.87050625,98197.266326864,93090.6061020366,92240.587493982,97390.246521016,96660.2665482421,91035.707717937,75779.044830304,80744.344543487,13286.000885
PC (42:10),854.6 -> 184.1,PC,264838.537552351,291596.955795235,250386.240905273,326708.694962041,386018.444733182,392162.181365474,324323.498046791,266174.382202699,303253.020965595,432571.016785252,284009.432052649,278177.537002495,304112.281021171,356515.567535371,286377.397308313,438052.986496448,290018.610351593,316941.961975078,334852.047393807,335974.863494857,364177.722259568,261229.242767284,297067.180282056,272974.776855541,20291.061431885
PC (42:11),852.6 -> 184.1,PC,317370.717407283,310048.143616243,263054.040572596,382412.343735224,444411.243988006,401462.333420313,346258.084457002,305191.632369957,308374.693938704,476352.18217459,314820.243621791,303232.99911499,332548.417251583,376914.617675671,296133.88183604,484827.252441333,331377.958099402,308648.431304852,337328.844025572,369461.590957567,398271.538574772,298659.821929992,318643.643798789,282848.00393631,21880.181686407
PC (42:2),870.7 -> 184.1,PC,109266.486251865,83733.3867188,117014.349960276,190692.45452826,93857.625274718,159049.532226562,155180.671798711,115294.966964767,71296.5063171889,116919.849151601,121379.369430562,123529.349395727,105576.585144041,111245.889419618,66480.404136617,116233.929351901,149005.566757193,135802.167144727,142024.28990174,143910.270507865,165514.729019125,78368.085861257,122852.50523375,114365.806236342,15786.661163329
PC (42:3),868.7 -> 184.1,PC,114925.94869996,140951.951126101,125342.385803253,162586.533889814,171635.031692547,150507.091491692,153215.387329135,116114.149452224,131643.908004782,202701.13371994,133682.512939426,130341.868942251,104963.664627168,121585.390960692,119655.310630726,210125.5526728,139242.69189459,138195.508041476,131826.152366644,146963.551712033,170653.213653572,83473.165649427,110910.287704499,123944.549408086,16507.801269532
PC (42:4),866.7 -> 184.1,PC,124358.727966314,143607.031448331,121351.471191356,178228.210121112,197895.370514437,151888.053436243,157001.789108337,123195.330947881,133454.469161942,242395.639312743,138810.533599818,146190.507934559,120419.808532695,128516.129966784,117527.787658706,226228.629043553,148751.486831639,162980.531036377,157598.231903045,152549.032882709,170245.15457157,132366.64849845,129050.850997957,131719.310661276,13524.380783084
PC (42:5),864.6 -> 184.1,PC,153651.871948207,152367.526229857,130067.684692323,178722.470092783,201257.399063576,200375.05313065,183597.831375041,144346.506179782,160014.354675305,236247.059143573,157213.826644837,140821.151214557,140248.728500374,163833.110427828,145290.348419184,263553.041732898,156472.553482127,160351.132217373,173317.234527503,194881.596404978,182430.771514893,150756.511001651,149036.429260227,130785.987777586,15477.101211553
PC (42:6),862.6 -> 184.1,PC,196728.915863121,250306.808868388,179292.954414361,223127.859115584,277984.108421263,265563.044220001,257347.970291088,190736.856521532,214430.073914079,312604.173820481,198944.889144879,196014.098922687,197119.794799913,209644.754730206,183638.81571951,311708.963470456,219009.576705947,217558.294524567,223036.911483756,268574.779129054,241271.383682183,172784.594650233,192466.632537951,179834.315170302,17796.621200557
PC (42:7),860.6 -> 184.1,PC,211521.921493564,226118.157105016,196039.616958581,271378.622985829,293352.684097195,284371.727340712,259419.00253295,213301.330611659,233921.395401511,357897.914489766,218745.011596677,193036.15271003,198537.572349512,219793.891464269,207933.956726058,335414.9647064,197221.693077156,233254.554809577,236121.558746406,252051.298828113,253021.421439619,204186.749938508,214206.016174314,191006.117767355,16379.601333624
PC (42:8),858.6 -> 184.1,PC,221296.074340923,237875.253753177,195012.196426412,303559.697357143,354103.240799018,299596.014495867,274541.795775853,210791.874008299,230422.834793497,390682.841995131,227642.457992507,219676.853225694,224011.317077639,253261.440277077,219711.713286914,341953.824218757,221786.355834984,257260.335632271,263235.635833152,295182.235748238,263206.798767026,216584.495544423,200656.23583217,199343.237976067,20035.241287242
PC (42:9),856.6 -> 184.1,PC,240892.622299187,281200.251342704,236640.334914693,310837.575439372,364914.865997373,317224.987136912,314355.724761929,233973.72085569,254480.878693045,392544.151214606,272724.080810965,250754.897811901,268113.458282966,262812.622406012,227536.916336072,414346.209228553,251700.857055699,262742.080780473,300586.513762842,323345.14903264,324841.003463784,236378.871002336,238413.87933345,210276.254257237,19008.521270746
PC (44:0),902.8 -> 184.1,PC,10785.1608276426,13985.7609710718,11016.0609168998,15943.5611763011,15426.7009010282,15208.5408401502,12756.6210594207,12016.3208847042,15859.8212127607,18958.901432033,13554.0011901855,13487.1008415199,14671.7212715048,12999.3208618191,11984.0009422265,18168.0010910034,12880.9010314957,13354.7608795191,13766.7008361888,12797.8808364802,12807.5407104417,14710.3609199536,11483.6209335339,11761.3208084069,7089.0604591369
PC (44:1),900.7 -> 184.1,PC,11803.8409118608,14576.7208290137,14008.6008644185,14401.1611061076,16872.9211120623,17321.241054533,16172.6808967632,13859.4209365906,17332.3411407528,20565.5215988228,11912.0409355159,13556.7210846016,13031.4409713803,13833.7008361805,12415.1007919319,16378.5210495074,13101.6410140993,15284.3412208518,14017.1410026525,14178.9211273106,16626.0813674901,14472.9408493014,15281.7412109398,13506.1608734176,6773.1004943837
PC (44:10),882.6 -> 184.1,PC,27313.68196106,30458.8018111696,27692.782249453,34859.4031142691,40449.822952321,35963.2228240702,34873.6026916822,29289.3227538813,33000.702766406,42111.643310561,28443.261947599,27291.8220329223,31831.5628128486,32047.4023971979,28051.8019714184,39647.482894901,32412.5224075491,28793.9616622873,29793.4416541999,35088.123207102,30622.602519951,29415.2417908225,31030.9220962776,29988.7821426888,9045.020671844
PC (44:12),878.6 -> 184.1,PC,32652.8422699071,36753.8418731454,34184.8429717616,39252.3427429273,44257.24305726,43639.222526608,38942.282424907,30374.4815444798,38295.2424011218,47171.0636978627,34190.842391997,31964.6022338725,36007.2629547489,41197.4626007742,31994.6027298125,50434.7241820894,34632.9220008555,39952.3027724935,35469.942680406,39610.4828033936,45657.7827987176,30463.8015670919,34841.1830673557,32174.9416504206,9306.2206916831
PC (44:2),898.7 -> 184.1,PC,15056.2209091157,14149.7208786091,17134.961250294,18662.421257021,21318.841491701,19180.401557916,16237.6812362681,15471.1011123599,19162.7815628025,23070.4018135042,16341.2612152136,15399.9812889142,13813.9209594782,16801.9811553885,16471.2011032093,23771.7220230195,15742.4611053464,16944.721351629,18092.2416038444,16110.2210693447,20006.4616661111,15424.560882566,14552.6212005653,15964.9012298593,6898.5604553227
PC (44:3),896.7 -> 184.1,PC,14255.7209625229,18678.1013565055,16856.2413177458,20922.2214508107,21537.0013847345,21016.661598198,19069.8413162221,18423.1415176357,19003.0414314292,26035.9016685304,14619.8208198617,16574.4212112379,15615.1214065612,18442.9810714765,15651.8812713654,22562.6814918524,16893.2612190227,16702.3610801684,19374.6214599654,18293.8411254846,22055.0213928236,17256.9414787338,18372.9812698388,16606.1408844108,7269.3405532828
PC (44:4),894.7 -> 184.1,PC,17948.0812492337,21229.6219520597,16210.8410911553,20793.0612869177,24862.8014678648,20655.3213500926,19986.8810653748,17812.9010963553,18821.8815040546,27486.6619415104,15366.1010780365,17794.5409584033,18594.461418149,20203.4214477467,18448.981628412,26807.6017685142,18024.8811950638,17706.7214164647,18879.6015663159,18839.2614746149,21856.1612091113,19762.8013267528,16915.6613884024,13823.4608421383,7742.980575561
PC (44:5),892.7 -> 184.1,PC,16790.1608352673,19951.4214630023,17835.5411987297,20683.7615509044,26603.5219192967,21392.1813735908,21427.6411056641,18273.8211479161,22588.9411277792,31258.2018356064,16689.8414535611,19073.7813873363,18119.3810691773,17450.5210571306,19369.1011810279,28009.9624366386,20484.7215271029,18758.5208625809,19433.5414047131,23487.7815780771,20658.4415550196,20915.201179506,16432.2210540782,16576.3811454782,6595.3404693605
PC (44:6),890.7 -> 184.1,PC,19956.3016204813,25319.2614669354,20072.7809410121,24513.9615134919,28439.1223373605,26206.6818809397,22623.001541138,23990.8214416538,22305.3421211211,32164.4221496774,20131.7612113921,20295.0610885615,19513.2212867756,22298.0214233408,20192.4609756501,30317.6018867352,22468.7614135784,20893.8415069443,24631.021804814,24647.5215148925,26868.681884771,20289.5214309701,21568.2216644308,18905.8014335612,7272.3805274968
PC (44:7),888.6 -> 184.1,PC,19372.9610443131,24791.4412727419,21340.581558227,25200.5419082667,31881.7018814328,31455.5422020287,26898.3019790959,20508.5813522361,26038.4615783708,37773.8227309748,22828.0013198774,24182.541763306,20063.5611724776,23960.1416854855,21506.4015846195,37036.642463693,21934.7816848807,24804.1216010906,20775.4616470375,26329.562255858,25563.7220535354,23943.7813262965,19343.981414795,22184.0614853005,8422.240669251
PC (44:8),886.6 -> 184.1,PC,21793.2015380867,24903.6019897553,25901.0221481304,28594.6217193634,32141.441833466,31735.2026062462,29896.541809028,25669.4813537666,27666.121688879,35719.442054716,24656.5621414163,23738.2414245646,27905.3418464698,22631.7814941372,22930.4215087823,35506.9626617075,27227.0816955917,23480.2016525258,25177.4816894573,26335.042266844,29493.8420867414,27777.101882969,23692.4015350288,21685.2415161161,8909.9005813608
PC (46:0),930.8 -> 184.1,PC,8532.5605468732,8325.2005729739,7790.6804885852,10144.0608482339,10020.5607070853,7958.7805976799,10070.8206863492,8389.1206245419,10324.7006034831,9735.4005279546,7163.1404418966,6040.2003707895,6782.9004974329,6986.860572816,7848.9405517575,7540.9204788215,5150.3203811648,6925.3404960638,6306.9003982523,6602.460403447,6795.4404258723,5161.9003219639,5791.0404624933,6100.5204162578,4969.0603752149
PC (46:1),928.8 -> 184.1,PC,7398.9205970787,6704.0004425032,6750.7005615238,8372.1405830392,8891.7805824218,8256.9005699145,7477.3605041523,6816.6205139188,8444.6205139131,9433.5406188958,6674.8805046076,6925.5205345165,6853.4004974389,7552.1605339018,5735.3203582764,8389.8405342078,6528.0004386877,7558.1805572537,7249.8205299379,6580.4403877264,7632.2406005866,6360.2604217516,7114.2005043031,6260.9404945377,5678.2004280096
PC (46:2),926.8 -> 184.1,PC,8473.7405662564,8494.0006141709,7676.3405265823,8961.0406570508,10025.2406349093,7296.3004989624,8737.3605957031,7555.5005683914,8022.4406890832,9620.8204917948,5106.3403739934,6813.7004852287,7697.7005729613,7823.2405281069,5392.6804199206,8582.1405868552,7722.0404815681,8637.1206169084,7496.9006156914,6821.4404106148,8414.2406349202,7637.7405471815,7685.3205413828,6270.3204116816,4449.3402824415
PC (48:0),958.8 -> 184.1,PC,11959.6408004826,10563.6008491531,11076.6008186431,13728.2608261103,14416.3411331096,14979.36099244,11087.0406913753,10554.5806999113,13157.0808639508,9619.760726933,6671.1804313657,6173.3604087798,7335.080493928,7995.6605339148,8882.4406471241,8915.1405906648,6716.2805061314,8376.6404838477,7603.1004981927,7512.100513457,8075.1805839554,6115.3004379264,7607.160545345,7682.3206100434,4098.2402839654
PC (48:2),954.8 -> 184.1,PC,8120.7005500769,9551.6806678816,8497.8606338468,10283.320877073,10647.60062408,10016.5406188987,8868.720703126,10134.32061004,11716.4807167083,8385.8605384861,6060.1203536959,6418.560436247,6163.8404121436,7356.9004936255,6073.120395659,5710.9003448486,5778.2804336548,6547.9204635573,7053.900539399,6544.0004806559,6313.580394739,6403.8604278528,6350.0004615804,6325.5804367067,4602.7003326436
PC (50:0),986.9 -> 184.1,PC,10567.7205543453,12921.3608665478,11229.3407974291,13928.521160118,15618.4408340376,13970.2208976645,11293.1409797707,12610.6009788435,14031.8610878103,10261.1405753997,6970.1404609747,6947.140476226,9327.5605964603,9173.8607330316,8195.6005554181,8584.4606666538,6756.8203849871,7449.5206375088,8524.3207168511,8411.3605461044,9280.7606849702,6407.8604087778,7484.4805984538,9032.2007713317,3483.1602554326
PC (52:0),1014.9 -> 184.1,PC,7985.5205307024,8670.9404716436,8908.1407203668,9932.8807411179,10777.9806213301,9383.8806724468,8178.2406539978,9152.3007507406,8615.8605613664,6331.7205543554,5576.5403900131,5517.8604125998,7589.0405158962,6502.6203918456,6124.6005249036,7729.5804634033,5926.3604354857,5429.3003807123,7384.9806175317,6376.940547943,6357.4203720027,5610.4204177849,6123.8404235859,5650.6003646833,3693.4202613835
PC (52:4),1006.8 -> 184.1,PC,7332.4805259752,7823.020606997,7291.1006469749,8249.3405685508,8598.3606338519,6675.5805320715,6724.4604225153,7512.600555419,7499.8005027765,6660.0603446968,5285.0003509505,4941.460369111,6146.4404830911,5891.2404556257,6055.0004005424,5151.120361329,5083.6803779609,5510.000377652,6520.9805259725,5229.0804023792,6448.2204704289,4498.6003303501,4738.3203849814,5003.660354613,3867.0802421586
PCo(32:0),720.6 -> 184.1,PC,2078602.78057855,2027141.80725089,1870220.83148202,2192994.84558101,3068846.22253423,2876132.56237788,2649325.39978024,2059236.84497076,2338713.56762699,3549014.80023202,1954185.88720707,2137847.38330072,2545755.01995865,2836580.87615965,2437307.03186031,3543340.15100087,2114493.34191895,2282023.86297607,2774845.21502689,2592332.99615466,2456944.40197754,1872871.31689458,2373689.60278316,2093411.06921388,87397.02532961
PCo(32:1),718.6 -> 184.1,PC,2245009.36206044,2172277.26660151,1872029.15734864,2315183.87365725,3331826.6566773,2767836.09045409,2557218.71600342,2026486.06036391,2506653.22418213,3439086.5030512,1982085.024353,2077964.88757326,2523328.66937252,2895629.23608393,2431012.83569334,3389415.90686035,2132492.73400879,2227266.53857426,2611538.61724856,2466679.74023431,2619364.4445801,1760248.58898929,2464619.96655273,1998704.47131351,88619.705993625
PCo(32:2),716.6 -> 184.1,PC,2250368.6943969,2284944.61151113,1707490.2843018,2500459.38940416,3144916.50933826,2817906.68749994,2282918.01452636,2049307.6551515,2386714.46612553,3383207.46582086,1995480.76007077,2050345.75524908,2586970.50579829,2703249.13696291,2320897.36499034,3463846.39892577,2221958.3372802,2258955.55096434,2488494.64086918,2459962.73895258,2474261.33581545,1802705.34680172,2279174.50488285,2157677.93347169,95476.506897022
PCo(32:3),714.5 -> 184.1,PC,2232444.66613764,2251541.15905752,1794947.78393552,2295073.16479498,3250115.11877441,2774029.79473885,2345991.12548846,1995180.62451173,2353443.78125,3497368.30236753,1917748.01208494,2121013.53894035,2500750.77984619,2724234.95068361,2268156.58203132,3420942.65844725,2001335.27246098,2267848.54943847,2396103.70922863,2444500.08044435,2696584.61450192,1831722.19091794,2143274.32263191,2009874.63195802,99561.126953168
PCo(34:0),748.6 -> 184.1,PC,1941782.98883054,2435185.88684079,1971956.52667243,2321545.43707271,3140215.38610851,2533535.84991457,2944486.57666025,2158770.01574705,2399605.37225345,3379823.95812952,2120813.66302493,2405216.66162115,2719043.92559814,3092748.29064937,2225400.7721557,3896536.4423823,2343132.87890618,2352433.84820549,2704154.29229738,2322247.01104743,3019429.59881588,2233599.54669195,2478303.94146732,2176998.59521484,80121.305480993
