lipid,transition,type,I1-1,I1-2,I1-3,I1-4,I7-1,I7-2,I7-3,I7-4,S1-1,S1-2,S1-3,S1-4,S7-1,S7-2,S7-3,S7-4,Blank
"18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",668.6002 -> 369.1,CE,113743.628211979,124071.30840304,99970.8061294397,76258.084754954,87492.8466339,114151.18654247,84536.2653656051,89933.8659362979,75174.965545648,70847.945320127,100561.047286975,62243.744453422,102214.408027619,114547.868675227,76341.1658630299,85923.5668029864,26594.5220184331
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester",666.5845 -> 369.1,CE,119104.908775338,113379.84751886,103165.986709606,76967.6651611283,89342.8256607,109746.086967519,88727.5661010749,90969.7869415449,71129.5059814391,68534.86492157,105376.386871381,56843.904136658,101666.207473755,104918.9480057,84830.7857971221,87978.6261138741,27691.161857605
18:3 Campesteryl ester,678.5845 -> 369.1,CE,101527.367958062,88713.3062820384,89564.506534568,75533.5652694666,75052.5059432894,92030.166999829,70816.204544065,78802.3653106662,71055.0060348379,68946.465621952,103080.747520438,56421.404418951,81005.7459869241,93439.887558,71651.084754931,77039.705299368,45968.263465879
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",664.5689 -> 369.1,CE,111255.228950499,115946.367469827,93116.845726012,72594.8449859516,84926.2256546085,108411.767463774,84353.9059600889,88025.325942994,76201.7254409847,68718.8845672452,104271.266288743,60634.26424408,100191.866920481,104241.14695744,78738.685142508,80800.8857803393,30225.782104484
19:0 Campesteryl ester_simulated,698.6315 -> 369.1,CE,292232.578369289,267107.49914525,264259.817016573,243484.936584544,244498.456237842,264961.980285617,219471.595947283,275375.442077631,234663.116394038,228082.275695757,276092.119415245,222248.435119692,248332.238281134,263630.898620596,246147.87725825,266886.838867148,160970.791625997
"19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",684.6471 -> 369.1,CE,214614.017402539,180691.452320049,158990.45166778,148581.111618018,151166.090682862,177142.553527836,125397.787841766,175747.63376629,133862.428329515,123361.828010501,210339.135322457,101907.686897267,162514.709915249,176687.692871133,135904.448791467,170160.073524357,46128.583267216
20:0 Campesteryl ester,712.6628 -> 369.1,CE,249209.577453702,234035.457031289,270909.438781616,210601.05371099,227138.816650312,229167.155029278,201155.034301697,229595.757751543,219475.03454578,206355.254638701,249148.858032185,200967.415222168,219019.114990275,245958.597473265,223954.356140141,229387.895934942,149035.790832473
"20:0 Cholesteryl ester, 18:0 Sitosteryl ester",698.6471 -> 369.1,CE,289650.02130125,267962.23791509,263578.839599542,233624.915893525,243065.317749116,268830.600891132,219662.67639158,270835.979308971,230675.77618416,233773.734924299,281322.982421744,225535.43432619,239893.117309339,264440.419250501,240258.476257353,265841.258483739,165516.872253359
20:1 Campesteryl ester,710.6471 -> 369.1,CE,321201.423645062,291702.419555856,321672.102600017,267632.458679168,262024.458251943,295275.980346628,244822.577514528,298967.842712396,261141.957458425,247019.979461628,322090.341125288,240468.036254807,266498.176940993,305825.263061401,265458.537963742,305056.840942408,146458.690246584
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",696.6315 -> 369.1,CE,284351.782470501,257800.119506643,271976.598632888,238207.556213204,252548.11804189,264608.218688906,217474.734313925,279346.459106447,230829.916320783,231779.796508795,283340.96289052,220213.695983786,239626.356506254,279026.020935162,243673.677673405,273849.698120146,169522.072387661
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",694.6158 -> 369.1,CE,286020.8170774,265722.498535069,271268.638244555,243340.956970288,246768.157104423,277244.838806116,213747.71569823,273235.65917974,236155.075622537,227184.89520268,283581.042175206,212619.995300412,237310.598022408,272375.658752403,243059.038451962,269043.420044061,167682.072021442
20:3 Campesteryl ester,706.6158 -> 369.1,CE,325776.562683012,301034.55883775,296389.581603932,261935.958495991,269030.220947388,298011.082763792,239207.896301308,299736.65978994,247932.798217695,252585.538757372,316741.281738146,230728.435608071,270427.957153367,309070.680969188,268021.359496898,310976.441528283,154949.0515747
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",692.6002 -> 369.1,CE,283217.518127384,266101.51885978,258695.738830528,237185.897094732,239070.377929661,267926.719787752,205997.414245567,273165.060790945,228904.116638096,225983.376281756,285570.119262641,221098.435241622,239853.79614268,267400.518493523,238845.298706017,275910.278503411,162328.83123775
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",690.5845 -> 369.1,CE,258634.437927267,231474.075805778,215835.217163089,204826.033630347,202548.453369183,223744.974914486,180951.393310563,223483.29724116,197722.415649426,183036.594665529,237369.218505887,170529.691589288,208201.35382067,221294.196960221,194791.373474204,233395.535949851,124171.468688989
20:5 Cholesteryl ester,688.5689 -> 369.1,CE,180973.393775842,149324.810218863,137760.527481022,131559.888885636,129084.387878448,145767.669769245,108991.226730345,156933.431114055,117548.448024767,99946.5680046277,174865.710861325,91256.6460037526,137509.748527491,160311.510383671,112130.507385209,155813.929390036,38769.242919928
22:0 Campesteryl ester,740.6941 -> 369.1,CE,100663.484725999,32388.9419975195,57225.5433502118,29557.6219368017,23819.8418197704,31291.4021530146,25662.661693565,29627.6822433659,27719.7819023136,23536.1816635095,34459.0822563088,24804.9417495603,27711.1821174535,33294.7424240043,28393.9619979761,28740.8422012304,19671.5613098115
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",726.6784 -> 369.1,CE,105063.008152049,99141.7662429998,108419.027671885,70112.9050636322,80586.4653663693,90870.986171716,67839.2840347366,75081.7258987481,70194.1453094519,58447.4840469394,104128.746650705,56359.9440078656,76738.0255889843,87205.0460205011,69341.1247138931,84441.3449859651,20333.561367040398
22:0 Sitosteryl ester,754.7097 -> 369.1,CE,102813.105255113,34207.5823516849,61990.324218769,27432.7821388121,24513.5218124355,29964.4422149791,26534.4818916418,31020.7220802306,29405.6821289098,28662.0620460443,30977.5423202535,23048.421684259,25518.1818122823,35230.2625427201,27553.9018821775,29957.181716918,102977.567970288
22:1 Campesteryl ester,738.6784 -> 369.1,CE,108067.568252591,37475.5427856524,65224.0449638518,32117.5420456017,28379.122032167,33869.0422935418,25587.0617675676,33492.522411354,27865.0618705737,28854.1220588697,34561.2026710651,24448.3416786168,27679.2621230937,36976.0426406834,29304.3218803475,31428.221969606,19981.7613830532
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",724.6628 -> 369.1,CE,103516.587631262,97747.4877738523,112205.848419142,66544.6247635017,79385.644622799,84233.046234121,67363.6850166288,78893.1855773966,71784.4851493692,60339.3040923952,99389.6857299335,55160.863971697,81531.4452667132,90936.9667396445,75815.7256317111,85133.2257308792,18020.0013313376
"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester",750.6784 -> 369.1,CE,100147.727542858,34348.4222030688,62389.3843078759,28061.1621170094,25574.2618446269,28024.7219657932,27854.3820495485,30181.2222785884,29194.701885227,26355.9219436671,32514.3225135993,28455.5621490515,26995.7219733889,33551.0623359624,31213.5821342396,28772.6620292487,95104.1465606282
22:2 Campesteryl ester,736.6628 -> 369.1,CE,111181.628391221,54423.3244094768,85132.9464339987,40742.5426139955,39931.4233551058,46142.5437622,40092.9829063431,44233.8236236561,42077.8826484834,39239.1826896595,54800.2638282822,34490.7424087486,43820.4235725396,52996.3840446387,43484.6233138986,45246.8632163981,22464.4814453063
"22:2 Stigmasteryl ester, 22:3 Sitosteryl ester",748.6628 -> 369.1,CE,101843.088291144,33232.1823844991,62701.0645522955,28014.0420379519,23759.6218414384,30161.7821350064,29640.482028961,28415.0223274246,25343.6818695039,25206.6616897504,28239.3419685455,24571.1017799377,25576.5616684039,29943.4621086075,27768.0822181738,28028.7417869509,29883.0822868281
22:3 Campesteryl ester,734.6471 -> 369.1,CE,107511.16838082,96384.5864562887,109685.747673044,68922.7451591541,75052.4244422827,80812.4653587312,67339.3450469909,73474.3457260168,69989.1653175561,60633.3245696774,98924.0668030527,49021.8235855052,78087.6050186167,86445.2271041831,68385.8449401754,79219.5852737505,21152.3614883465
22:3 Stigmasteryl ester,746.6471 -> 369.1,CE,100687.186183927,31282.0826034566,62613.1841354202,26104.9219016905,23847.261802679,27507.8019981341,25466.9417762801,29513.7622223057,25576.7818565305,24038.7216720527,28980.8821563648,25225.2217750491,25385.4815864467,32313.5623817389,27500.0019798287,29595.5819663999,19244.2213668779
"22:4 Cholesteryl ester, 20:3 Stigmasteryl ester",718.6158 -> 369.1,CE,260163.98010259,254636.03930662,267379.47900383,223508.83483885,226391.81677245,255393.159668,216785.495361298,256247.07751457,228694.45617674,227764.93554688,250817.15722654,211858.67517086,229826.19592282,256353.65820308,245162.39636228,241675.937255932,175881.51293943
22:5 Cholesteryl ester,716.6002 -> 369.1,CE,258429.15869142,245058.717834515,269921.458618165,209089.83532709,221471.677063025,245729.495910555,210719.03485107,243124.817871045,213284.955200191,217182.094787535,244058.07623288,208301.11523439,216160.054443339,249487.238036946,228169.674865584,232870.63647474,165574.032165525
22:6 Cholesteryl ester,714.5845 -> 369.1,CE,248971.176452669,234294.394531158,266146.85888683,207076.134338386,219621.697021411,231986.377075142,209800.21533205,230856.63574208,211644.035888618,206593.375671397,234312.195617724,196329.933959902,217792.29479972,235278.776245091,223162.97686766,231532.857177672,157780.2307739
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",752.6941 -> 369.1,CE,106544.428451445,34208.0423774717,61148.3245811501,26128.961906442,24644.2418403628,31097.5820693792,25410.7418480056,30017.301876065,28204.221614837,26758.0419387886,34134.382434861,24246.5416564833,27229.0818786689,31847.4222679289,26959.3018836942,31727.3023757847,109107.007392883
"Cholesteryl 11-hydroperoxy-eicosatetraenoate, 22:2 Cholesteryl ester, 20:1 Stigmasteryl ester, 20:2 Sitosteryl ester",722.5744 -> 369.1,CE,109074.309642743,103562.366600001,111913.328376864,77752.2251434358,82573.1060905585,90825.8058929438,72972.3849944911,88372.8464660811,66866.0642089976,65757.8451156577,103700.807876612,60130.7844162052,82045.7460784795,92964.3465919454,72444.884685519,85241.505966184,23966.0416641265
Cholesteryl nitrolinoleate,711.5696 -> 369.1,CE,276205.197753822,253048.59765626,286790.817810136,232377.616027875,240604.777404881,258597.637512279,221716.835144016,259900.359313879,234290.036254936,229420.53613287,270194.636840885,219864.55596925,232268.276245218,251923.056091427,234989.515686208,256524.957763486,146665.450256279
"ecdysone palmitate, 22:3 Cholesteryl ester, 20:2 Stigmasteryl ester, 20:3 Sitosteryl ester",720.5435 -> 369.1,CE,135908.710479719,129529.709259027,148110.309417593,102907.787551877,111820.907745368,120341.767898568,99498.087219249,114760.207153305,100804.246734625,96466.6466674781,132020.428802513,89439.9660034141,112110.288162254,127186.247955238,105097.447235091,113884.067871078,54795.944000235
"lanosteryl oleate, 20:2 Campesteryl ester",708.6315 -> 369.1,CE,356489.664123338,328370.283325241,333578.4011229,283233.601257145,290927.441040116,318053.403869396,255037.476989804,328932.764892541,265241.319030897,264259.659301779,353081.708129776,236231.29620353,300600.223876925,324373.12524423,288901.779235794,320868.465881381,148572.290710412
"lanosteryl palmitoleate, 18:2 Campesteryl ester",680.6002 -> 369.1,CE,116351.508598313,97336.5071334912,97512.6467819301,81137.506011952,85418.706184399,105385.90846252,76651.0058822832,83759.745750442,83859.545623759,73786.3249740749,120016.029113791,58247.2641906838,95875.107162475,102481.907989509,81322.9460677969,80156.2657546916,39774.6626052828
1-O-behenoyl-Cer(d18:1/16:0),860.8 -> 264.3,CER,12099.660926819,11017.9607467632,22836.3618469221,10628.7607498177,12007.2009429932,6989.2005043023,15214.6211242736,16922.3413658107,12410.7209129336,13718.3209114112,11559.1607856763,11485.5407524105,10312.6206855746,14160.8610305685,16554.3811378527,12042.4408607493,10514.2607498159
1-O-carboceroyl-Cer(d18:1/16:0),902.9 -> 264.3,CER,9127.8206710839,9738.860740662,11557.0407791098,10850.7208213812,9339.5006904631009,7744.1205368037,14850.6810874916,18992.4814682005,11646.5208206185,11866.1408615114,10568.2007293708,12033.2809295689,9715.1606712359,15205.9611167863,16083.2810592552,13076.1209526041,10562.8406944265
1-O-carboceroyl-Cer(d18:1/18:0),973 -> 264.3,CER,9727.06070327361,8125.4805946293,15211.6809921385,6071.2204589829,7336.0204887361,6791.9203948963,10479.2807464576,10513.7407608025,16146.6614341769,16690.480949408,12200.6410255535,7365.680522921,7475.2005310024,9810.4006080604,9866.1607208227,8023.6805992129,9775.20070648359
1-O-cerotoyl-Cer(d18:1/16:0),916.9 -> 264.3,CER,28479.7823410103,27218.2617110997,50895.1627655434,18058.2612380977,11996.1608047486,16504.7610053986,37954.4032478287,36263.1622505238,74952.2859039134,84923.1651724629,59479.1041603189,24962.681652062998,14592.1809310889,29769.342262274,30097.7022399836,21627.0214691215,33642.1421279963
1-O-cerotoyl-Cer(d18:1/18:0),944.9 -> 264.3,CER,41071.3424301188,24103.7621040352,77805.765300736,28840.1825255866,14801.6210441651,21908.5617256108,57764.2845038717,54192.8830222384,110170.027126237,150129.450611053,98765.9867324233,34647.542739851,14909.2610626263,38580.182922365,40200.4433593832,20574.6810989339,48675.1836280789
1-O-eicosanoyl-Cer(d18:1/16:0),832.8 -> 264.3,CER,12931.2608985915,13269.3609199511,17776.101238252,9636.9807968127,11188.1207962005,9585.8005905123,17042.6613731392,17010.7211418189,14453.881061559,15099.9010505674,14666.1810455347,14966.7810897812,11663.320877076,16695.0611877397,17543.1012611335,11882.8409385668,12446.6808738727
1-O-lignoceroyl-Cer(d18:1/16:0),888.9 -> 264.3,CER,10217.7007484422,10516.540802005,69500.2444916812,11288.100803376,10087.3806610096,7605.1004600491,15913.4411811867,18605.7614631748,9982.7607231107,12674.660942081,12186.5608596798,12770.760963438,12650.2209930427,14969.9209518405,17533.8810729968,10301.040699006,10372.9807930017
1-O-myristoyl-Cer(d18:1/16:0),748.7 -> 264.3,CER,20687.5016403295,20519.8212814341,28659.2220115598,17261.981250757,13892.8609962496,11167.9207954436,26615.3018722601,27128.8020439198,24906.0019683775,29413.6820335342,24380.5616683951,20478.7815093936,16874.3010597244,24623.6216659603,27678.0220489584,16622.0611991835,19107.1813850401
1-O-palmitoyl-Cer(d18:1/16:0),776.7 -> 264.3,CER,19379.5413169775,17056.2811660823,22279.0015830999,13316.0409698477,13664.7209854073,8023.66056060579,17555.7011833165,18903.321243292,21314.7013664182,20738.6614837777,18614.601184841,14496.5411148067,12560.6408653252,18113.9411773689,17054.5211830081,15277.9409828155,14159.8610916157
1-O-stearoyl-Cer(d18:1/16:0),804.8 -> 264.3,CER,16401.1410903906,12669.5808105496,18358.3013191279,11523.4208183263,9901.620716097,8859.4806442216,16265.1811409028,21217.3814582733,15451.8810653698,16797.4611587416,17532.2012901322,16100.4010734515,14124.6410102874,15560.3811340356,20707.0814895547,13048.5408744809,15060.661079403
