"lipid","type","logFC","logCPM","LR","PValue","FDR","I7-1","I7-2","I7-3","I7-4","I1-1","I1-2","I1-3","I1-4","blank","mean1","mean2"
"PI (26:0)","PI",0.114115794946516,6.95168832396952,0.186517672853597,0.665830871130371,0.953304946665784,37491.562805175,36152.502594001,33925.382476798,38714.342620834,44807.402893065,36706.782531741,41385.48306275,36595.602752687,31383.122161869,36570.947624202,39873.8178100607
"PI (26:1)","PI",0.177125965846013,5.29292314116347,0.448818267252001,0.50289667523612,0.923578164314647,12151.7008361828,13659.060958852,10997.0607986477,10158.2607345481,13652.8410644522,10731.860755922,15479.3212242118,10053.9207916238,10442.0206680303,11741.5208320576,12479.4859590525
"PI (28:0)","PI",0.100940982134882,6.90049689896273,0.14594314925148,0.70244277395828,0.953304946665784,38320.722320558,33750.502166755,32414.542236322,36204.802246102,44107.582977276,32686.242156989,49502.70370484,31623.222015386,30172.342163098,35172.6422424343,39479.9377136227
"PI (28:1)","PI",-0.00630714305836927,5.4774884386703,0.000569500483237562,0.980960923026227,0.995104642336184,11031.8607482911,11792.5406875585,11732.6206893882,14220.3810691837,12199.1408386133,13304.9008102402,21937.8817749129,12032.5606689408,14058.8009986829,12194.3507986054,14868.6210231768
"PI (28:2)","PI",0.00687299714764077,5.46174325497889,0.000676077778734907,0.979256145457871,0.995104642336184,9585.90072631231,8107.8806266761,11423.4008407546,10080.1606445406,9024.9806137089,12000.1408462479,15300.3010749814,10272.1607437138,28730.8621292137,9799.3357095709,11649.395819663
"PI (30:0)","PI",-0.0869011609128694,7.99084589199638,0.108196915604609,0.742206333880356,0.954914452344606,78727.86572268,68514.504638643,64773.864685049,70495.144653305,107089.627563412,73885.04486087,114995.727355929,67006.964782707,61386.424133302,70627.8449249192,90744.3411407295
"PI (30:1)","PI",-0.342357232653657,6.94738589436038,1.67522061829777,0.195560732299026,0.703736577527985,26271.6213645942,23457.761421207,34243.4222641002,32250.4222335816,26944.2820434588,50583.924865634,72996.443946894,29932.502246859,44577.002593974,29055.8068208707,45114.2882757114
"PI (30:2)","PI",-0.283028605032512,7.83509851928419,1.14595621439139,0.284397258239841,0.820615871071354,33865.2027816849,33178.4617957989,69135.9833985249,65173.404903322,33569.7223892239,112675.069805146,90922.8250427008,52889.3839187455,114942.830596904,50338.2632198327,72514.250288954
"PI (30:3)","PI",0.173899247081713,5.35101750000985,0.432622468859421,0.510704940468971,0.923578164314647,10745.4407196016,12310.5808410631,10873.2408676177,13229.741027836,13867.7810821533,10425.440769194,12729.001075756,12225.5608749382,13376.6810455297,11789.7508640296,12311.9459505104
"PI (30:4)","PI",0.180807605007974,5.24492872687067,0.467628002901193,0.494080426754263,0.923578164314647,11406.900886533,10751.0807189893,11800.26084518,11207.2207641649,11157.1407089161,10876.6207733185,13020.2207794208,11863.5008163421,10535.0408058136,11291.3658037168,11729.3707694994
"PI (32:0)","PI",-0.0835782137065295,8.74258661729364,0.100089651262351,0.751722075551805,0.95758121246976,131415.28930669,130913.73046877,114749.62707517,112962.4880371,202756.73461929,122852.28869617,195328.73608395,109186.90747077,80402.36560058,122510.283721933,157531.166717545
"PI (32:1)","PI",-0.384781131762932,7.04632900633449,2.11498003674501,0.145863955882754,0.643084304144253,37839.0228729456,38029.263168358,33239.7616958677,28708.842025752,47788.0235290591,43927.102546704,106886.409011813,29124.4821853573,19754.501342768,34454.2224407308,56931.5043182333
"PI (32:2)","PI",-0.0958651985642284,6.03410038526213,0.131596753262869,0.716782181525377,0.953304946665784,18357.4412155187,19124.1413497859,17576.821575159,18408.1810150168,23081.0812568707,18832.121253973,40422.3033141736,15296.7010993975,14181.3010025033,18366.6462888701,24408.0517311037
"PI (32:3)","PI",0.121601682626494,5.22344619721437,0.211598362654279,0.645517497954738,0.953304946665784,10879.0808563215,11198.320785525,10362.9205894516,12266.1008682199,12468.8207168572,10905.6605949381,15949.3011436479,10109.6606483455,8758.8405227675,11176.6057748795,12358.3607759472
"PI (32:4)","PI",0.220744591062937,5.08912893454854,0.69665933975795,0.403908486383568,0.893867659919409,10763.700698855,10632.7408447206,8876.60063172,9091.6406364439,10497.2607078711,8923.5606231706,11638.9408760022,9077.4405937164,12060.9009170538,9841.17070293488,10034.3007001901
"PI (32:5)","PI",0.174585967365968,4.89146170250382,0.435859092625122,0.509127896458507,0.923578164314647,8292.9805107099,8770.7207527138,8599.0805778542,9157.600578304,9700.3406982485,8579.3406448345,11026.0208702039,7588.6205940216,8936.1405448912,8705.09560489548,9223.58070182712
"PI (34:0)","PI",-0.0393788841964013,8.71070171503662,0.0222199249146797,0.881503532441078,0.975614587570085,68021.623596222,66447.085632315,74521.764465275,78751.404907224,86536.505676293,89759.927795385,108994.788513249,68938.805053745,401959.17272955,71935.469650259,88557.506759668
"PI (34:1)","PI",-0.111767015978762,9.58956428315696,0.178969149045315,0.672260638252134,0.953304946665784,105926.526184067,113182.346801727,116393.209198111,107202.508392345,138019.168685939,137829.393402072,222389.890853851,90009.985458292,861119.410186745,110676.147644062,147062.109600039
"PI (34:2)","PI",-0.254269636519829,6.75956670878514,0.925039982822454,0.336155107829246,0.860636540660651,30372.901351933,33353.3028411898,28788.5823059151,27827.641845705,41792.482772802,35834.1427535511,79904.9470061529,23113.2615699749,13371.3007583591,30085.6070861857,45161.2085256202
"PI (34:3)","PI",-0.102880114710725,5.58525032020785,0.151518045684824,0.697088860196915,0.953304946665784,12119.8009147641,15474.3210601895,12762.6209259066,14388.0011138922,16796.3014488207,16024.4209747208,23690.2015037547,14371.5010681216,8584.1205978409,13686.1860036881,17720.6062488544
"PI (34:4)","PI",0.20075876162407,5.12401532507702,0.57638935661994,0.447731068171507,0.908365890309474,12141.6609191961,10158.080574036,10718.4208374058,9752.400768273,11451.8606567389,10041.6807556138,12008.8607788008,10433.3007698138,8289.480545044,10692.6407747277,10983.9257402418
"PI (34:5)","PI",0.169786889783121,5.93454636105951,0.412609985830159,0.520647743521717,0.92921903036813,16501.381011962,21073.421394345,20581.8811645474,18406.9612731947,23030.7816848728,17414.4010276735,20141.7215004078,19580.761142735,10863.9408493106,19140.9112110123,20041.9163389223
"PI (34:6)","PI",0.0110884924064746,5.45007712086122,0.0017602103388441,0.966534682327426,0.993101369336077,12533.861022954,11008.0207672072,12341.6808776837,12561.040809634,14891.8611526467,13305.720855711,17586.7412719712,11784.3208656312,13354.2609176614,12111.1508693697,14392.16103649
"PI (36:0)","PI",0.120026508771599,6.64510201816269,0.206314578692172,0.649671463581323,0.953304946665784,32545.542388921,30533.462066659,28369.302078246,25677.662094104,36805.222595215,26806.161712651,38984.043106077,26667.361541745,27562.321777344,29281.4921569825,32315.697238922
"PI (36:1)","PI",-0.315848004317657,6.8110426554936,1.42636571252524,0.23235847302637,0.771265264125223,32132.0626907381,36157.222457885,28816.181816102,25276.081985478,40437.203598003,30796.8020019626,97553.925567727,25936.001663203,12921.6008834808,30595.3872375508,48680.9832077239
"PI (36:2)","PI",-0.478474462934916,7.2114767826445,3.26525160736503,0.0707621667109847,0.462580626927267,38804.2226104761,43555.08282468,37425.182304357,30563.9019851787,50936.884094288,39318.081787164,153158.77334592,29914.242118831,19189.381553655,37587.097431173,68331.9953365508
"PI (36:3)","PI",-0.274178574497034,6.17370897318593,1.07510508951316,0.299795167420669,0.826507119021624,19273.9216690101,21499.5014343287,17913.6211814816,18775.341629027,27751.6420021042,19349.421165463,53733.2836913866,17347.6212196218,12660.3007965089,19365.5964784618,29545.4920196439
"PI (36:4)","PI",-0.126906331038839,5.8255752508895,0.230560617981894,0.631108449957594,0.953304946665784,16106.88114167,18354.0410842845,15304.8810195912,14654.1011810212,19860.0417633166,18171.2011795114,28575.2419128447,18108.9210357728,9681.3006935165,16104.9761066417,21178.8514728614
"PI (36:5)","PI",0.095270240466293,5.18511947492038,0.129887198013193,0.718549024531793,0.953304946665784,11276.3207702615,10845.4007072461,10883.680686948,9337.2406654347,10842.0206947237,12073.980979926,13048.8409080498,10786.3608551068,9794.5407219001,10585.6607074726,11687.8008594516
"PI (36:6)","PI",0.00286347661280283,5.7187127831332,0.000117402511591536,0.991354895294604,0.99782028783625,13647.7409134054,12017.760719304,15966.561035156,15109.4609603787,16743.021011348,18720.381431577,16693.001327516,14393.8810958848,18341.0214042597,14185.380907061,16637.5712165815
"PI (36:7)","PI",-0.0795886156962842,6.53096198570138,0.0907233824636648,0.763259531124292,0.959935572743768,20275.361312851,21575.141860968,26062.761772155,28902.621810918,25855.781875606,32187.162170409,40262.323654154,24494.301857001,32102.662918096,24203.971689223,30699.8923892925
"PI (36:8)","PI",-0.238549083285744,6.1829216498981,0.814139676873879,0.366899177449667,0.879140517309093,20410.601394645,20131.9413375929,17773.081298831,20144.161346443,25337.6221237277,19204.381561289,56564.3838806259,16456.5208816547,13750.281013495,19614.946344378,29390.7271118243
"PI (38:0)","PI",0.0992955694377991,5.6518797410662,0.141145715167539,0.707144662658996,0.953304946665784,15446.7810058684,13911.201019293,13423.8408660937,15956.641128543,17564.1613922099,15612.1609954798,18378.16111756,13641.440979003,13355.061004633,14684.6160049495,16298.9811210632
"PI (38:1)","PI",-0.091833248984741,5.32589824250616,0.120702782080471,0.728273512211273,0.953959304312958,12213.8407898004,11677.8209075955,9681.960639954,10605.8807678214,14120.0809974639,13686.9209594706,17419.8810806334,11140.7607803376,10156.1406173702,11044.8757762928,14091.9109544764
"PI (38:2)","PI",-0.196168878805881,5.76980524131764,0.550645502454159,0.458054062093157,0.916611316489401,16724.1410293498,15012.1810951217,13746.8209037789,14912.7010955832,21998.161499022,15897.7412872355,31665.2422943189,15305.9210586476,9436.8207473787,15098.9610309584,21216.766534806
"PI (38:3)","PI",-0.547705023952831,6.8135030722169,4.27209721440556,0.0387430851890621,0.32401339959791,29616.8625183022,30184.5816040055,25355.1021270745,27933.9822769121,45493.4822768925,32016.9818878018,103784.467369009,29465.3023338316,10390.8606605522,28272.6321315736,52690.0584668837
"PI (38:4)","PI",-1.17031861931961,7.57615605855724,19.1095119398392,1.23428201477721e-05,0.000739088070448591,33178.0625533954,44549.9838790392,31906.1024398969,38783.1823425675,60179.9444007828,38231.1421089598,299958.139663226,50720.0836524546,9291.2006683371,37104.3328037247,112272.327456356
"PI (38:5)","PI",-0.302886634038451,5.95665446676855,1.31146727711086,0.252129168620027,0.786760204880979,16389.2013244669,18419.881675714,15124.3411827012,16939.0611190853,26146.9217872585,18924.2014388962,39676.762206986,17145.6409874005,9177.8207168586,16718.1213254919,25473.3816051353
"PI (38:6)","PI",0.0669509087684917,5.55936306640258,0.0641724483007877,0.800018767593182,0.959935572743768,14270.9811859203,14942.280929572,12828.5209541359,13823.7209396303,16535.9411621118,13039.3007621767,17046.461326597,16199.6412658648,10361.2606887758,13966.3760023146,15705.3361291876
"PI (38:7)","PI",0.574416154995717,6.03041730225885,4.69459579988302,0.0302576149395382,0.276192985149321,24874.902130134,23810.1816711374,19065.5812911907,23643.7016754306,16842.0211639363,13494.7011566189,17266.7410011261,23235.701751712,13323.180961608,22848.5916919732,17709.7912683483
"PI (38:8)","PI",-0.137071271098459,5.41184735283348,0.268870696654417,0.604090326355222,0.953304946665784,11572.1808204613,10400.0406875602,11431.1807785065,11729.4608802718,14445.3809547446,11047.5808906547,23677.4014472943,11782.9008407623,12384.7409133921,11283.2157916999,15238.316033364
"PI (38:9)","PI",-0.0315609574279426,5.5558654106667,0.0142608559032738,0.904943547360577,0.981667022028104,11146.640853883,12084.4807891868,13194.5408325186,14676.061126703,14972.0407943766,13655.9809341416,21494.3616294933,12996.4009056159,14718.9810257009,12775.4309005729,15779.6960659068
"PI (40:0)","PI",0.0463035682916123,7.37812101539951,0.0307184764160411,0.860869941146372,0.97482776240251,43505.9020386275,52732.823333768,57503.4442825716,47653.6839141063,43476.6625672129,48321.7430496124,62086.0646744251,72675.7865218579,27026.4623413074,50348.9633922683,56640.0642032771
"PI (40:1)","PI",0.149778414256737,5.13929676782696,0.320932432354141,0.571047825400781,0.953304946665784,10053.7007217379,10152.4407005321,11120.9407730161,9941.5807876583,11240.6606979371,9887.2406730656,14169.8811721751,9371.860733033,10204.9006805431,10317.1657457361,11167.4108190527
"PI (40:10)","PI",0.411957236320962,5.18297842065747,2.42092923402799,0.119723892774073,0.603223562883409,11496.560955038,12260.0209236142,12104.0407562131,12548.0407905652,9898.2206687926,8995.8006553641,12237.2609062141,11693.9408149805,7390.4804992652,12102.1658563576,10706.3057613378
"PI (40:2)","PI",0.342899397456764,5.03971620865744,1.67867976412558,0.195099973195776,0.703736577527985,9415.0206298834,11174.2608070305,8535.5605964702,11259.680847168,9893.9007720914,7540.4805412287,11019.3208770757,9338.0606040919,10380.0607604981,10096.130720138,9447.94069862192
"PI (40:3)","PI",0.0410907476714642,5.11377161389269,0.0241634167753944,0.876469828962315,0.975614587570085,9139.0005455029,11015.9807510385,8573.9405403144,9719.1408004721,10068.4606742826,10668.7809448179,13505.9211120599,10162.1207122813,11093.2008209203,9612.01565933198,11101.3208608604
"PI (40:4)","PI",-0.182223636772317,5.87698487240568,0.47515334892762,0.490625891226945,0.923578164314647,13488.5808830256,13771.920913695,13385.3608627297,15178.1810073802,16090.381126403,13945.8211250322,29644.6217651284,17415.7413558946,26449.322132106,13956.0109167076,19274.1413431145
"PI (40:5)","PI",-0.170456244823542,6.89886350970379,0.415945281888441,0.518967235305061,0.92921903036813,21137.7815818766,22916.3416900584,24076.501892094,22622.3416748074,25231.4819412176,33761.5015945378,37002.1225280818,25435.2220764109,93019.3478546361,22688.2417097091,30357.582035062
"PI (40:6)","PI",0.0163137544335568,7.68247366103273,0.00381230714810954,0.950766792645048,0.989329509248178,22535.3615608153,23384.4215583786,29393.2219696068,29911.281990061,22692.5617942863,34132.8624267038,35072.5020523426,30302.122108467,258617.042496232,26306.0717697154,30550.0120954499
"PI (40:7)","PI",0.137946911159297,5.57069616861936,0.272345515682161,0.601762702774085,0.953304946665784,14361.760948184,14216.7209625223,13097.5010070799,13476.7010345515,15989.7411117576,12901.4008636404,17799.4613494848,13131.740913391,14277.680953979,13788.1709880844,14955.5860595684
"PI (40:8)","PI",0.134313640302368,5.01967409948972,0.258075201719826,0.61144561129493,0.953304946665784,9587.3405914318,9473.2406158441,10001.0607185382,9198.5006942757,10050.9607276858,9412.0207366936,12294.1607742338,9659.2207565314,8689.660636906,9565.03565502245,10354.0907487861
"PI (40:9)","PI",0.112447415924752,4.82405980213341,0.180863897251258,0.67063186971751,0.953304946665784,9078.00067139,7336.2605514513,8433.3805007925,7850.9805297859,9355.5006713904,7785.3805618273,11822.7007293661,7458.8004951467,8341.3006744377,8174.65556335493,9105.59561443262
"PI (42:0)","PI",0.228516159940523,4.80001298957936,0.746320596184205,0.387643657949919,0.893867659919409,9058.6807060249,6846.2604904163,9450.8405685428,8072.0405540477,8277.4606475795,8965.3407211322,9182.6806411768,7285.6205329893,8130.9006500285,8356.95557975793,8427.77563571945
"PI (42:1)","PI",0.0339893063289811,4.72293250046046,0.0165265449353171,0.897709292616351,0.979594441835005,6417.9804801938,7562.820526117,7945.1406021125,7859.0805282604,8815.10060882499,6634.3204078669,10998.8206710712,8378.1006622299,7553.3805618275,7446.25553417092,8706.58558749825
